codigo,produto,consumo_2023,consumo_2024
1010159,DISCO PRETO LIMPEZA 510MM,5.0,10.0
1010160,DISCO VERMELHO LIMPEZA 508MM,0.0,1.0
1010161,DISCO VERDE LIMPEZA 510MM,5.0,4.0
1010162,DISCO BRANCO LIMPEZA 510MM,1.0,1.0
1010163,RODO DE PIA 13 CM,7.0,5.0
1010164,PAPEL HIGIÊNICO ROLO,8898.0,8938.0
1010166,DILUIDOR DE QUÍMICOS,1.0,0.0
1010167,CHAVE PARA PAPELEIRA,1.0,0.0
1010170,SACO PARA GUARDA CHUVA,3000.0,0.0
1010171,CERA LÍQUIDA INCOLOR POLYLAR 1 LITRO,7.0,0.0
1010173,PANO DE CHÃO 55CM X 80CM,180.0,244.0
1010174,SAPÓLIO RADIUM BOMBRIL C/CLORO 250 ML,181.0,260.0
1010175,LIMPADOR GERAL P/FLOTAÇÃO MAGIC FLOT RENKO 5L,13.0,10.0
1010176,LIMPADOR SABÃO USO GERAL MAXXI LIMP MULTLIMP 5L,31.0,23.0
1010177,CERA MULTI BRIL MULTILIMP 5L,0.0,2.0
1010178,SABONETE LÍQUIDO GALÃO,2843.0,3077.0
1010179,SACO TRANSPARENTE LIXO 40L,451.0,337.0
1010180,SABÃO BARRA NEUTRO 1 KG,24.0,24.0
1010181,REFIL PARA EMBALADOR DE GUARDA CHUVA,0.0,6.0
1010190,MULTI INSETICIDA AEROSOL SBP 273ML,2.0,2.0
